 25.40  83.80 60308.00
 25.40  83.80   1.00
576
5.567125e+05 7.133012e+06 4.533882e+02 -8.697041e-01 1.000000e+00
5.567625e+05 7.133012e+06 4.529853e+02 -9.467318e-01 1.000000e+00
5.568125e+05 7.133012e+06 4.523534e+02 -1.027545e+00 1.000000e+00
5.568625e+05 7.133012e+06 4.513615e+02 -1.112333e+00 1.000000e+00
5.569125e+05 7.133012e+06 4.504485e+02 -1.197911e+00 1.000000e+00
5.569625e+05 7.133012e+06 4.474270e+02 -1.301431e+00 1.000000e+00
5.570125e+05 7.133012e+06 4.441689e+02 -1.412472e+00 1.000000e+00
5.570625e+05 7.133012e+06 4.421833e+02 -1.515621e+00 1.000000e+00
5.571125e+05 7.133012e+06 4.412282e+02 -1.608934e+00 1.000000e+00
5.571625e+05 7.133012e+06 4.407182e+02 -1.695966e+00 1.000000e+00
5.572125e+05 7.133012e+06 4.402345e+02 -1.779515e+00 1.000000e+00
5.572625e+05 7.133012e+06 4.399561e+02 -1.853320e+00 1.000000e+00
5.573125e+05 7.133012e+06 4.399146e+02 -1.911479e+00 1.000000e+00
5.573625e+05 7.133012e+06 4.399389e+02 -1.950651e+00 1.000000e+00
5.574125e+05 7.133012e+06 4.400512e+02 -1.965790e+00 1.000000e+00
5.574625e+05 7.133012e+06 4.402467e+02 -1.954397e+00 1.000000e+00
5.575125e+05 7.133012e+06 4.403679e+02 -1.918181e+00 1.000000e+00
5.575625e+05 7.133012e+06 4.403757e+02 -1.859294e+00 1.000000e+00
5.576125e+05 7.133012e+06 4.404354e+02 -1.779678e+00 1.000000e+00
5.576625e+05 7.133012e+06 4.406453e+02 -1.683468e+00 1.000000e+00
5.577125e+05 7.133012e+06 4.411105e+02 -1.575426e+00 1.000000e+00
5.577625e+05 7.133012e+06 4.417104e+02 -1.461511e+00 1.000000e+00
5.578125e+05 7.133012e+06 4.423660e+02 -1.346346e+00 1.000000e+00
5.578625e+05 7.133012e+06 4.428659e+02 -1.233946e+00 1.000000e+00
5.567125e+05 7.133062e+06 4.542641e+02 -9.490179e-01 1.000000e+00
5.567625e+05 7.133062e+06 4.536987e+02 -1.036579e+00 1.000000e+00
5.568125e+05 7.133062e+06 4.527650e+02 -1.128893e+00 1.000000e+00
5.568625e+05 7.133062e+06 4.517568e+02 -1.223160e+00 1.000000e+00
5.569125e+05 7.133062e+06 4.510805e+02 -1.314119e+00 1.000000e+00
5.569625e+05 7.133062e+06 4.487040e+02 -1.420888e+00 1.000000e+00
5.570125e+05 7.133062e+06 4.453940e+02 -1.543194e+00 1.000000e+00
5.570625e+05 7.133062e+06 4.428569e+02 -1.663411e+00 1.000000e+00
5.571125e+05 7.133062e+06 4.415044e+02 -1.773012e+00 1.000000e+00
5.571625e+05 7.133062e+06 4.409875e+02 -1.874400e+00 1.000000e+00
5.572125e+05 7.133062e+06 4.407933e+02 -1.974196e+00 1.000000e+00
5.572625e+05 7.133062e+06 4.403222e+02 -2.079627e+00 1.000000e+00
5.573125e+05 7.133062e+06 4.400187e+02 -2.173192e+00 1.000000e+00
5.573625e+05 7.133062e+06 4.400363e+02 -2.240595e+00 1.000000e+00
5.574125e+05 7.133062e+06 4.402749e+02 -2.274443e+00 1.000000e+00
5.574625e+05 7.133062e+06 4.406337e+02 -2.271388e+00 1.000000e+00
5.575125e+05 7.133062e+06 4.410099e+02 -2.232438e+00 1.000000e+00
5.575625e+05 7.133062e+06 4.412498e+02 -2.162544e+00 1.000000e+00
5.576125e+05 7.133062e+06 4.414486e+02 -2.065487e+00 1.000000e+00
5.576625e+05 7.133062e+06 4.417907e+02 -1.946246e+00 1.000000e+00
5.577125e+05 7.133062e+06 4.424344e+02 -1.811393e+00 1.000000e+00
5.577625e+05 7.133062e+06 4.433982e+02 -1.668547e+00 1.000000e+00
5.578125e+05 7.133062e+06 4.442455e+02 -1.526482e+00 1.000000e+00
5.578625e+05 7.133062e+06 4.446097e+02 -1.390496e+00 1.000000e+00
5.567125e+05 7.133112e+06 4.551139e+02 -1.032223e+00 1.000000e+00
5.567625e+05 7.133112e+06 4.543944e+02 -1.130504e+00 1.000000e+00
5.568125e+05 7.133112e+06 4.530655e+02 -1.234806e+00 1.000000e+00
5.568625e+05 7.133112e+06 4.518576e+02 -1.337842e+00 1.000000e+00
5.569125e+05 7.133112e+06 4.513022e+02 -1.429161e+00 1.000000e+00
5.569625e+05 7.133112e+06 4.494479e+02 -1.528882e+00 1.000000e+00
5.570125e+05 7.133112e+06 4.462566e+02 -1.648250e+00 1.000000e+00
5.570625e+05 7.133112e+06 4.433781e+02 -1.771449e+00 1.000000e+00
5.571125e+05 7.133112e+06 4.418182e+02 -1.882124e+00 1.000000e+00
5.571625e+05 7.133112e+06 4.411755e+02 -1.990599e+00 1.000000e+00
5.572125e+05 7.133112e+06 4.411976e+02 -2.105081e+00 1.000000e+00
5.572625e+05 7.133112e+06 4.410059e+02 -2.245911e+00 1.000000e+00
5.573125e+05 7.133112e+06 4.405176e+02 -2.400796e+00 1.000000e+00
5.573625e+05 7.133112e+06 4.404346e+02 -2.526158e+00 1.000000e+00
